Total_deaths,Asian,Black,Mixed,White,Other_ethnics,No_religion,Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,No_answer,No_qualifications,Level1_entry_level_qualifications,Level2_qualifications,Apprenticeship,Level3_qualifications,Level4_qualifications_above,Remote_jobs,Underground_metro_light.rail_tram,Train,Bus_minibus_coach,Taxi,Motorcycle_scooter_moped,Driving,Passenger_in_a_car_van,Bicycle,On_foot,Other_methods,Children,Pre_Teens,Teenagers,Adults,Middle_Aged,Elderly
2.24,107.77,50.12,76.12,1806.75,23.02,918.94,903.53,10.19,22.54,5.72,31.98,35.32,124.19,227,154.72,222.44,74.88,257.87,693.14,444.47,1.75,37.83,7.08,2.46,3.27,419.96,31.93,13.56,70.75,7.37,117.9,73.3,38.75,166.24,209.77,394.04
1.65,17.97,6.44,21.19,1777.45,6.18,722.59,978.31,3.33,3.78,1.04,8.2,1.41,102.16,246.13,150.91,225.73,98.28,304.62,453.59,238.68,0.4,4.65,8.01,1.49,4.14,510.62,31.76,19.91,53.74,8.01,102.84,67.03,39.18,162.59,177.34,451.01
1.64,87.1,12.67,28.2,2479.62,21.26,1016.02,1370.4,6.29,6.48,0.76,65.08,8.77,145.48,472,252.41,326.96,153.72,371.11,516.85,205.7,0.33,2.03,16.05,3.61,5.86,730.89,66.08,35.74,102.51,12.1,106.63,71.43,40.63,167.57,176.5,437.24
1.8,8.75,2.84,15.15,1564.86,3.8,632.16,833.89,5.78,1.16,2.01,2.68,0.26,107.53,284.01,160.15,210.3,97.6,223.5,362.39,156.57,0.56,4.48,5.69,1.64,4.15,369.78,21.66,12.52,59.88,8.44,78.52,55.81,33.73,124.52,141.87,565.54
2.79,197.16,170.68,126.65,5029.89,45.56,2370.33,2669.82,16.96,70.34,4.51,67.75,27.69,313.14,893.64,533.01,688.3,281.95,747.86,1197.28,653.2,1.66,14.27,38.25,26.94,9.36,1579.08,167.04,45.01,210.64,25.49,118.67,76.97,42.62,180.84,199.27,381.63
1.54,51.47,17.65,56.32,3213.61,18.65,1519.59,1564.6,10.77,7.25,2.57,20.85,1.81,212.19,412.34,266.77,410.27,165.27,501.6,937.13,518.47,0.46,12.41,27.61,5.98,7.89,804.96,58.84,30.23,111.31,12.91,105.71,70.37,38.8,151.85,187.39,445.88
2.06,83.6,19.85,44.6,3070.75,18.65,1493.69,1507.94,9.09,12.75,1.98,38.99,6.77,154.21,464.28,248.27,376.47,182.39,448.8,873.39,476.21,47.11,10.55,67.28,12.25,4.55,680.65,63.84,29.2,95.7,19.52,109.74,69.51,38.27,170.24,199.03,413.2
2.31,13.08,5.64,17.24,968.5,3.11,384.25,554.29,2.15,2.94,0.4,4.01,4.74,50.65,185.2,96.32,128.05,50.83,146.9,207.4,130.31,0.14,2.93,6.15,1.81,1.8,291.45,22.15,4.34,27.08,3.81,105.19,66.04,39.36,168.02,177.7,443.68
2.02,23.91,9.95,24.66,1556.21,7.45,712.46,796.77,3.42,7.41,0.7,6.49,4.71,83.07,244.98,132.77,187.97,86.23,250.56,399.99,230.44,0.28,1.02,10.36,2.56,4.06,465.58,30.24,9.22,45.27,5.96,108.17,68.9,40.89,179.3,190.69,412.06
1.66,128.85,38.05,104.11,9220.48,44.05,3514.94,5305.3,31.53,26.01,9.78,46.23,5.04,553.98,1285.73,737.8,1121.31,525.21,1360.71,2772.38,1360.96,2,26.85,63.36,12.75,15.59,2290.73,167.61,70.77,491.61,45.38,95.82,65.54,41.05,148.38,169.58,479.64
2.18,52.27,9.26,39.61,4849.6,15.65,1993.94,2644.09,11.65,6.91,2.66,25.33,10.13,250.69,746.32,403.6,602.24,288.53,738.84,1280.51,595.38,3.19,9.45,61.89,9.08,4.43,1180.84,91.87,22.67,175.78,26.41,96.46,64.89,38.33,145.89,170,484.44
1.39,121.88,55.43,70.01,1943.1,39.34,1192.51,749.83,15.23,26.63,5.13,66.45,2.87,151.21,319.41,172.7,223.91,80.27,389.95,638.33,301.61,0.9,4.97,47.97,7.65,8.83,380.42,42.65,62.65,148.9,11.63,100.95,59.98,62.37,279.42,191.89,305.39
1.97,747.01,499.09,295.34,3306.58,165.93,2066.76,1738.27,25.89,83.71,14.58,612.58,63.67,373.36,798.7,357.82,462.36,167.86,1026.17,1172.37,509.94,42.76,12.55,235.75,23.18,8.57,775.7,91.89,55.23,212.99,27.93,114.55,68.72,87.32,284.66,176.6,268.15
2.04,167.04,37.89,37.94,1811.69,24.51,786.68,1007.67,11.25,33.85,0.6,61.65,54.67,109.5,380.62,200.04,251.96,104.51,285.68,411.75,224.04,0.31,5.76,22.81,5.42,3.92,567.88,55.65,16.98,67.42,7.61,118.63,72.21,40.39,190.2,189.15,389.42
2.79,249.91,19.43,29.02,566.9,29.39,270.21,309.79,2.87,89.04,1.47,100.39,67.27,48.46,135.89,70.97,93.5,41.71,135.27,234.29,115.84,0.37,1.47,11.99,2.25,1.49,217.08,16.14,7.64,24.54,3.78,110.28,72.17,61.31,165.9,181.6,408.74
2.59,922.82,127.18,94.89,2554.68,50.99,937.41,1684.35,7.25,18.93,2.26,914.54,2.05,174.65,715.88,320.26,403.13,184.97,477.62,713.02,323.84,38.39,7.22,70.74,29.06,3.9,803.21,89.38,11.67,123.55,20.51,138.18,89.24,52.54,189.31,190.56,340.18
1.08,387.18,116.74,139.51,1774.85,92.15,979.15,956.67,18.51,39.09,17.35,218.34,9.28,249.59,266.53,129.19,160.95,58.84,435.76,1017.83,440.41,1.19,8.1,100.59,6.46,5.81,265.9,27.55,119.66,150.23,10.07,92.5,63.77,87.57,312.66,181.73,261.76
2.72,396.19,3.78,23.05,1046.94,13.57,426.45,581.37,3.45,1.08,0.5,385.77,0.54,78.86,288.77,124.03,150.9,75.17,193.98,295.68,115.59,0.29,2.7,17.83,14.11,1.63,348.37,35.35,5.19,66.56,6.24,130.6,83.86,47.04,180.12,190.73,367.65
1.47,477.19,135.58,118.01,2518.8,91.72,1085.5,1546.19,9.56,59.07,2.87,406.51,20.88,195.27,580.52,320.17,374.78,143.86,398.58,680.99,383.4,1.33,15.11,56.45,35.46,6.52,758.69,110.69,59.23,118.74,18.64,138.6,84.42,45.61,205.41,215.1,310.86
0.78,92.13,43.16,72.13,3853.42,39.96,2003.78,1743.32,15.77,12.61,3.21,53.82,1.49,243.16,587.08,331.36,476.04,245.34,733.76,931.96,397.48,0.68,5.75,118.86,18.61,24.51,960.17,96.36,39.57,189.33,23.55,107.03,67.03,49.91,217.26,184.06,374.71
1.71,222.63,109.53,85.01,2746.48,58.83,1516.52,1269.45,16.69,24.73,3.1,157.62,7.11,207.8,461.15,254.61,347.1,140.87,577.81,793.07,376.7,0.98,29.34,76.97,20,12.5,630.66,75.2,79.45,192.48,20.7,112.54,66.23,59.48,246.95,190.48,324.31
2.1,461.91,54.05,67.66,1662.68,44.03,603.14,1091.05,6.74,68.14,1.18,369.11,16.9,124.64,357.55,172.63,236.15,99.32,335.65,583.16,257.39,0.48,9.26,65.44,11.59,3.64,497,60.41,17.91,99.2,10.01,122.84,74.43,54.12,232.31,189.85,326.45
1.53,477.81,194.15,138.84,1810.87,77.49,980.48,1068.8,44.73,135.67,5.1,239.84,18.5,186.87,346.43,200.35,233.47,90.68,367.7,885.39,541.47,2.18,37.37,102,4.93,5.41,432.46,45.01,36.58,156.29,13.08,118.94,69.68,52.19,257.71,222.27,279.21
2.63,2274.82,404.29,197.31,1672.8,257.52,604.2,1463.63,24.96,532.51,99.34,1503.83,273.01,273.83,649.88,323.45,420.83,117.08,512.4,1591.03,765.43,319.57,132.29,126.61,13.17,9.88,623.13,46.14,24.26,104.85,28.85,138.36,81.59,49.72,211.45,232.47,286.4
2.31,17.97,4.11,18.36,2066.53,8.24,850.87,1121.03,4.34,2.15,0.57,15.24,1.08,112.29,383.16,170.16,242.66,134.66,329.99,433.84,155.22,0.29,8.61,24.66,11.74,1.95,524.97,46.97,9.79,63.46,14.05,107.58,69.59,41.13,160.73,167.03,453.95
1.98,77.39,16.33,35.37,1211.1,8.2,539.72,659.19,2.85,4.76,0.81,56.21,4.79,74.15,226.27,126.54,170.82,63.81,187.58,281.38,152.94,0.26,3.84,20.65,7.41,2.08,379.54,38.38,9.2,41.41,5.73,119.41,73.45,41.43,191.22,200.3,374.18
2.64,176.35,68.4,85.84,1972.73,33.67,890.06,1146.33,10.81,56.39,5.64,71.92,4.88,141.11,244.24,170.37,264.1,81.24,304.15,748.88,489.4,3.49,45.44,25.78,5.92,6.14,462.67,30.06,11.36,72.74,10.94,126.36,77.23,39.06,168.52,216.87,371.95
2.36,19.6,1.94,11.4,918.03,2.84,250.11,632.95,2.05,2.76,0.34,12.33,0.37,50.32,105.38,62.88,104.51,53.79,137.31,316.92,139.51,0.25,2.34,3.81,1.04,1.32,266.02,14.53,4,34.08,3.86,92.24,71.82,40.73,143.77,171.37,480.08
1.51,270.61,57.12,165.18,2434.06,98.38,1147.63,1371.96,24.68,64.82,19.55,131.56,30.78,214.65,219.42,120.52,217.35,57.99,291.73,1457.68,888.07,44.88,66.91,60.87,4.28,10.05,265.02,14.9,60.24,83.44,12.89,122.47,79.53,40.19,155.05,240.42,362.33
2.68,641.49,122.81,81.86,2563.79,56.84,996.93,1624.26,6.17,9.5,3.38,652.56,2.96,160.6,629.76,285.28,380.48,163.66,456.52,716.35,312.19,12.84,12.46,71.45,29.99,4.73,805.55,81.32,12.53,104.28,16.08,134.59,83.62,46.8,188.55,194.07,352.38
3.13,18.36,9.81,22.19,1272.19,4.59,596.42,631.74,3.19,5.69,4.54,6.43,0.68,73.28,210.02,140.73,191.46,68.79,202.91,249.35,227.11,0.93,29.08,8.75,1.8,2.57,303.39,18.59,4.31,27.14,6.27,103.56,70.95,41.04,155.72,180.82,447.91
2.34,60.05,2.66,16.16,1014.92,4.14,440.18,536.21,2.85,1.6,0.99,53.85,0.5,56.63,165.34,84.17,126.19,56.56,163.62,272.13,124.5,0.28,1.05,15.9,3.97,1.84,303.19,23.35,2.37,31.91,4.69,114.85,76.63,41.51,168.66,190.06,408.29
3.75,21.53,8.69,26.37,1378.73,7.25,586.53,733.93,5.07,3.27,2.62,8.01,0.25,94.86,232.5,136.37,181.08,73.25,201.95,367.89,190.65,0.48,13.51,5.14,2.03,3.1,297.26,20.31,5.34,43.38,6.46,85.5,60.79,36.49,126.71,142.1,548.41
2.8,219.62,46.73,59.71,3748.49,43.47,1639.44,2016.31,8.4,10.32,1.25,208.61,7.14,212.12,782.82,380.27,520.75,223.06,571.35,771.64,383.44,3.04,7.45,76.83,16.79,6.23,1091.89,105.23,13.83,102.53,17.79,115.22,73.77,42.9,182.56,184.12,401.44
1.51,135.22,48.18,49.61,1518.47,20.3,640.32,894.36,6.82,58.22,1.07,32.67,24.04,105.01,223.88,139.03,200.15,90.99,234.85,498.46,275.64,0.57,6.83,17.18,4.12,2.93,461.73,46.38,17.21,60.62,7.03,117.87,76.04,41.38,185.06,205.64,374.01
1.76,126.11,24.65,48.23,1139.59,26,474.91,688.1,7.1,31.43,3.45,39.03,19.66,93.92,163.11,101.37,141.45,52.67,240.27,397.28,256.09,1.89,17.69,7.62,2.84,3.56,288.33,19.63,10.92,42.74,6.46,108.63,65.78,63.8,205.19,197.29,359.31
1.7,104.96,16.96,51.17,1655.03,16.69,819.82,812.85,6.23,28.75,4.34,41.47,18.08,104.17,181.68,107.27,181.65,67.83,257.94,685.19,382.36,1.91,2.63,24.39,1.98,1.91,380.16,21.61,16.13,43.16,6.51,106.75,72.57,42.63,161.41,194.18,422.45
2.2,227.09,39.21,39.94,1196.32,42.96,586.46,653.37,73.31,88.43,0.93,38.14,3.07,82.48,229.34,148.45,178.52,69.95,214.57,373.6,237.05,0.73,18.85,23.64,2.4,4.54,413.17,38.95,13.99,59.41,8.64,123.2,66.11,40.44,220.44,211.94,337.87
1.58,9.82,8.55,11.53,602.8,3.27,236.09,352.12,2.32,1.94,0.82,4,1.04,34.56,69.58,45.75,81.77,29.99,90.4,201.59,99.21,0.12,1.53,1.08,0.54,0.91,140.01,7.99,5.7,31.05,2.85,88.09,76.39,52.74,150.28,170.74,461.75
2.29,231.43,255.21,131.7,3443.2,120.25,1489.46,1995.21,15.83,32.74,160.7,209.8,11.28,250.24,663.53,310.27,421.88,181.06,571.85,1125.97,604.82,31.42,19.78,130.4,28.49,5.93,812.73,78.04,42.6,203.06,19.66,125.85,70.5,46.39,272.43,191.89,292.94
2.82,1363.72,461.35,227.43,3030.72,212.64,1380.42,2112.48,14.61,146.36,1.22,708.99,608.12,286.07,1190.43,473.86,560.44,197.65,611.41,934.45,408.18,21.71,40.17,184.95,35.73,8.1,1155.59,136.2,26.4,142.89,25.66,136.74,85.02,50.6,198.36,204.98,324.31
2.8,66.53,23.38,62.84,4144.89,28.41,1237.94,2785.66,10.55,16.96,5.64,34.97,2.06,217.08,710.95,370.04,507.06,213.92,628.69,1076.66,538.37,2.73,60.59,76.94,26.37,6.49,923.58,95.2,40.68,138.19,21.18,102.35,65.41,39.61,164.29,175.78,452.56
2.28,53.98,29.93,49.28,1719.75,14.14,738.05,967.96,7.19,12.47,3.63,16.86,4.46,110.03,233.74,143.79,217.83,71.9,233.95,558.86,368.34,2.49,47.45,6.83,2.17,4.69,359.8,23.58,4.48,45.84,7.84,118.74,79.67,41.46,143.87,194.02,422.25
2.16,829.78,395.25,305.27,6820.08,271.6,3742.33,3317.52,34.32,58.24,10.05,883.76,14.36,520.55,1369.93,642.23,830.23,385.22,1312.41,2357.88,1079.12,41.8,27.07,276.82,44.15,9.53,1695.18,163.45,54.69,319.33,38.17,111.76,68.42,56.47,234.09,178.63,350.64
1.67,66.99,17.31,59.82,4847.26,22.14,1852.5,2781.17,13.87,8.63,2.82,26.46,11.77,293.29,706.04,405.19,633.65,256.62,734.61,1371.12,643.33,0.54,11.81,17.2,11.33,6.63,1293.15,99.48,45.33,211.66,20.96,94.78,63.93,41.64,154.35,166.64,478.66
1.97,1147.89,185.79,97.77,885.15,138.97,321.1,784.92,12.02,191.22,1.32,722.9,278.63,132.37,371.3,197.75,222.1,77.52,250.69,641.75,309.48,9.09,35.99,48.76,14.38,5.11,533.05,58.62,23.69,87.95,15.66,154.35,95.29,48.19,204.78,248.15,249.23
2.54,369.42,61.27,116.13,2752.54,50.75,1100.98,1699.65,9.2,93.53,4.38,178.66,77.91,173.1,474.72,257.53,382.53,125.01,437.91,958.17,547.91,1.07,24.21,56.9,9.57,3.76,728.18,54.36,15.49,63.95,11.9,117.76,75.26,42.24,165.38,184.8,414.56
1.2,134.13,37.74,110.57,8534.04,38.25,3675.8,4441.29,29.9,17.09,6.99,40.28,2.93,579.1,1256.06,751.39,1125.85,477.47,1298.05,2244.92,1090.15,1.89,10.91,52.85,8.63,23.36,2252.98,163.74,103.04,422.23,38.41,100.74,68.29,40.98,156.7,169.27,464.03
1.12,145.61,31.28,71.13,2235.35,28.24,1088.65,1138.22,12.33,37.69,7.22,42.51,4.35,167.94,238.73,156.4,235.7,93.71,285.85,966.35,558.45,0.99,10.61,24.85,2.66,6.66,519.11,31.87,61.92,48.51,8.88,118.15,77.75,41.46,152.45,214.8,395.4
2.22,59.51,13.25,29.96,1546.72,11.46,714.95,787.1,3.8,8.75,0.62,12.01,35.06,91,215.69,133.17,198.97,84.26,253.54,428.65,230.89,0.39,1.97,10.61,4.83,4.26,496.72,31.98,7.51,39.58,6.37,113.87,75.06,40.59,179.57,195.13,395.79
1.34,171.87,70.24,112.93,4103.3,41.07,2072.12,1983.27,16.36,44.87,2.68,73.13,15.59,271,523.53,371.76,526.11,234.59,719.48,1212.03,811.02,0.62,6.79,68.82,4.28,15,1110.76,75.76,47.41,129.69,16.73,114.48,68.22,45.16,199.65,192.18,380.32
0.51,9.51,2.31,16.24,1338.98,6.04,604.66,650.81,8.37,1.43,1.95,4.57,0.34,89.45,150.67,98.05,156.8,68.12,196.48,462.89,208.39,0.43,2.12,7.61,0.91,4.63,316.3,18.33,6.38,55.79,7.9,89.93,64.19,37.58,128.1,159.77,520.43
1.86,18.22,8.01,18.98,1419.48,9,487.06,867.96,2.65,3.39,0.96,6.94,1.81,96.49,300.54,152.51,192.48,86.77,196.37,245.81,123.31,0.39,2.14,4.43,1.8,3.07,447.74,42.19,22.99,46.43,6.35,103.81,65.71,36.69,164.33,177.79,451.68
1.89,39.18,13.56,30.23,2129.01,9.74,834.07,1218.12,5.79,13.22,1.95,11.33,1.84,126.5,309.28,192.6,278.05,119.4,329,550.82,300.99,0.5,6.44,8.78,3.35,4,564.27,40.36,19.51,99.45,8.86,103.79,73.28,39.83,151.2,182.03,449.87
1.53,39.69,18.03,32.44,2098.84,10.13,975.75,1042.78,8.12,8.4,3.05,13.31,0.88,136.6,309.79,183.06,272.07,109.15,314.41,581.84,330.6,0.5,3.45,16.07,1.67,5.1,576.46,31.7,20.48,52.74,10.83,106.35,67.86,37.66,151.11,183.53,453.49
1.37,66.04,22.73,52.71,2150.14,18.14,950.38,1151.59,9.57,16.96,5.3,22.32,3.9,139.28,234.08,160.33,238.77,90.43,295.99,820.33,506.75,1.13,13.9,18.1,1.25,4.48,488.98,32.49,25.36,83.55,8.8,112.48,72.61,39.62,161.56,198.95,414.77
2.03,35.74,8.35,29.56,1640.96,5.61,530.45,1063.13,3.59,12.02,0.9,15.91,1.81,86.53,222.41,136.06,199.64,103.46,269.91,452.93,243.71,0.23,4.73,16.84,3.1,3.25,474.49,34.78,15.04,44.99,6.44,106.7,69.24,40.18,165.93,186.45,431.5
2.27,48.15,15.97,34.73,1604.57,8.12,556.7,1012.98,4.23,6.83,0.64,13.37,26.59,83.01,279.04,147.41,209.3,91.78,254.45,425.24,217.97,0.84,7.81,9.64,2.65,2.63,470.03,29.14,5.64,32.35,6.77,94.44,60.37,37.51,158.33,170.73,478.63
3.03,66.88,12.18,30.91,2160.95,18.53,899.27,1205.06,4.09,4.01,0.56,57.88,7.14,103.37,384.98,190.92,269.46,150.37,344.94,491.22,228.96,34.55,9.06,52.06,4.63,3.28,489.18,44.67,17.4,66.2,18.42,110.24,68.98,40.05,174.68,179.92,426.13
1.37,409.22,116.8,128.73,3111.36,90.31,1673.2,1547.86,20.65,50.58,3.94,215.24,64.94,254.26,548.14,301.64,397.71,171.91,650.56,1001.8,469.15,1.3,22.15,121.38,13.34,12.19,800.27,92.1,55.85,220.85,23.13,113.49,65.5,57.38,269.26,198.24,296.14
3.36,152.82,79.83,86.03,2449.05,31.54,1257.8,1191.13,14.76,31.87,31.87,84.61,3.14,166.64,446.54,272.56,358.67,115.14,391.82,617.1,431.05,3.75,70.07,40.3,6.04,5.86,512.96,44.39,27.36,132.77,15.35,117,72.7,39.85,179.95,203.01,387.48
1.36,473.14,1197.56,343.18,2451.24,301.02,1734.16,2065.13,45.94,53.36,19.26,459.09,9.79,346.07,550.23,245.57,311.94,100.84,489.16,2176.93,1252.45,216.9,109.28,360.79,12.25,17.54,227.76,13.66,147.75,201.37,26.69,104.84,62.56,42.83,320.83,222.03,246.91
1.98,203.67,39.48,58.3,1254.9,38.78,497.5,812.31,10.89,67.73,2.7,64.23,40.47,91.16,217.08,143.01,186.34,67.66,204.92,433.73,286.57,7.28,22.88,28.29,2.23,6.44,364.7,20.68,15.04,35.99,8.41,120.31,70.01,38.78,178.52,213.27,379.11
2.16,188.64,48.94,98.44,1918.99,40.51,852.4,1088.29,11.39,42.45,34.66,107.13,8.29,139.88,182.55,120.45,206.33,62.02,235.77,953.35,597.92,3.76,38.17,11.34,3.42,2.93,360.54,22.9,11.84,67.72,8.41,128.13,88.34,42.18,148.77,223.66,368.91
2.74,39.96,12.02,30.54,2740.45,16.02,885.93,1769.25,7.76,9.25,0.98,20.76,0.84,134.09,499.56,241.89,342.06,150.71,405.18,633.69,293.94,0.45,14.73,45.41,14.16,4.48,730.75,74.4,14.97,74.72,12.02,109.17,69.16,40.06,180.9,186.8,413.9
2.34,64.53,22.31,39.54,1980.03,14.07,782.05,1152.03,8.83,19.57,0.95,23.05,9.37,114.01,277.47,165.96,247.04,99.42,306.07,617.53,306.37,0.4,7.41,10.5,3.9,4.09,542.95,40.47,20.14,75.15,7.5,103.2,66.68,36.32,165.8,183.33,444.67
2.8,10.19,2.91,13.97,1455.23,2.56,502.98,880.52,2.82,1.8,0.54,4.07,0.96,85.07,251.34,121.46,177.25,88.77,224.5,355.46,169.63,0.2,1.5,6.35,2.03,2.34,424.74,30.91,4.88,48.66,6.43,92.47,63.93,39.55,143.1,166.82,494.13
1.71,103.8,67.24,49.82,1147.99,17.71,622.15,599.75,6.17,21.64,2.53,43.72,4.76,77.7,187.66,142.73,168.99,59.43,189.09,326.83,199.48,1.63,22.01,18.89,5.65,3.08,343.02,34.39,13.85,55.68,6.6,128.96,75.05,41.57,204.78,203.76,345.87
2.22,332.53,52.92,118.8,3989.81,72.69,1808.74,2168.2,14.93,37,19.12,253.02,7.79,239.28,574.48,338.22,501.03,215.7,597.44,1390.32,777.06,4.48,33.19,83.92,11.54,5.67,994.84,71.08,35.68,129.78,18.75,117.49,71.97,38.93,170.88,200.45,400.29
2.23,140.24,34.13,42.4,2803.18,25.78,1190.45,1555.77,8.24,12.56,0.95,103.41,12.12,153.75,456.12,237.41,356.41,163.68,449.35,722.7,291.4,0.7,8.15,34.95,20.43,3.02,788.94,68.04,19.52,84.26,19.8,117.82,78.45,41.79,176.72,189.19,396.04
2.77,396.56,106.65,90.79,3341.74,67.07,1509.49,1834.85,12.56,21.01,1.29,368.57,9.33,227.9,826.59,349.73,471.64,219.13,537.25,696.36,265.87,0.51,7,57,60.93,8.69,1016.87,135.72,25.1,149.01,17.46,126.23,76.85,46.8,205.79,188.5,355.84
2,39.75,7.47,35.45,1993.46,11.09,748.9,1176.45,6.15,9.56,2.76,10.01,8.88,115.71,251.44,152.52,234.79,87.75,287.11,688.72,405.15,0.53,3.89,5.75,1.52,3.1,486.13,29.93,12.53,70.04,7.61,97.89,66.04,36.9,145.25,177.31,476.6
1.43,19.46,8.18,33.63,1808,6.94,827.68,890.56,8.21,4.31,2.18,6.34,1.22,121.82,209.41,139.87,215.02,87.35,265.2,600.28,324.45,0.39,2.73,10.29,1.02,4.49,477.48,30.37,13.32,56.66,7.11,101.58,71.07,40.74,145.54,182.09,458.97
2.83,127.1,41.29,38.81,4018.39,22.06,1677.24,2258.91,8.35,9.47,1.35,75.08,14.18,190.13,800.44,380.03,519.82,252.72,599.24,860.33,424.78,16.52,8.06,121.59,13.76,4.73,940.15,103.75,23.22,136.38,22.05,106.09,69.35,42.55,183.13,180.7,418.18
2.52,124.82,22.12,38.11,1191.4,24.94,504.22,701.27,14.73,31.31,2.2,43.83,16.33,79.83,149.4,109.63,163.56,51.53,191.75,448.19,286.75,0.54,10.55,8.07,1.43,2.94,317.63,20.26,7.5,40.81,6.31,108.6,75.67,41.82,161.09,204.03,408.79
2.17,569.93,193.12,157.44,2217.69,109.64,1049.92,1486.67,28.23,227.21,6.31,228.3,6.93,195.04,389.2,237.78,332.04,112.8,400.73,1020.79,589.09,59.1,99.8,106.88,6.75,14.75,558.82,37.37,24.18,100.45,17.49,129.02,80.79,41.85,177.18,233.92,337.24
2.64,35.82,54.02,42.47,2205.23,12.33,1065.64,1108.68,6.29,9.09,1.83,23.69,3.22,121.01,415.57,232.88,293.97,118.75,325.76,447.91,272.47,1.13,34.08,7.39,3.32,6,587.63,46.32,14.49,88.7,10.6,120.87,74.8,42.08,183.65,188.65,389.95
1.36,420.98,94.86,100.62,2945.79,53.88,1464.96,1685.25,26.34,90.86,2.03,97.76,22.43,203.03,502.42,377.01,468.93,169.61,473.93,809.02,558.07,0.99,7.96,102.44,12.86,8.66,856.41,93.71,50.96,116.46,17.52,123.31,74.88,41,191.36,214,355.46
2.77,328.41,81.72,76.89,3062.51,30.33,1361.95,1712.54,9.11,47.97,1.35,262.52,2.8,168.03,626.47,322.42,434.57,197.93,508.88,700.48,402.34,13.87,20.54,90.14,15.69,5.21,858.63,75.74,18.58,119.9,16.22,122.76,76.04,42.22,187.94,193.8,377.25
2.45,16.75,7.62,22.81,1166.73,4.46,539.92,597.91,3.01,3.36,0.23,5.48,3.42,60.33,215.33,128.34,166.05,54.15,181.7,216.17,127.63,0.15,5.22,12.3,3.92,2.77,347.05,36.9,11.45,39.24,4.54,115.82,73.09,42.72,189.93,190.59,387.85
2.39,50.68,29.89,51.61,1217.47,11.81,529.72,696.48,5.27,15.68,2.35,17.96,1.39,87.22,151.63,103.21,166.19,48,190.05,410.8,285.7,1.75,30.2,9.45,1.61,2.96,272.76,16.47,2.97,29.75,5.96,116.75,77.22,42.59,147.32,195.68,420.44
0.78,15.55,3.35,24.23,2039.88,5.42,936.08,985.31,8.38,1.69,1.81,6.04,0.65,133.69,275.12,177.84,260.54,114.95,305.68,575.89,271.07,0.34,9.48,16.41,1.87,6.69,523.42,34.52,12.07,77.66,9.14,94.92,63.39,36.52,142.65,166.37,496.15
1.3,155.96,82.9,75.05,2535.18,25.45,1176.89,1367.61,9.25,20.95,1.21,78.13,44.17,161.87,459.6,259.22,359.71,127.23,430.15,601.16,316.51,0.64,8.13,17.57,36.36,5.64,744.36,83.54,20.09,79.93,11.81,120.91,77.81,46.35,191.33,190.76,372.83
3.88,27.79,14.1,37.07,2210.11,8.37,992.69,1131.9,6.51,5.42,3.47,10.02,0.98,135.68,507.88,250.33,295.54,132.23,301.24,384.39,206.39,1.19,16.89,9.95,4.46,4.79,520.09,37.68,15.77,75.84,9.88,95.87,61.93,36.83,145.41,148.5,511.45
1.69,66.37,22.59,35.82,1881.68,15.18,821.57,1020.54,9.59,15.72,1.77,18.28,9,115.93,233.12,162.47,237.49,89.93,298.26,590.25,369.59,0.51,7.9,8.83,3.83,3.97,492.42,37.46,17.07,70.15,8.71,112.98,68.95,37.99,163.2,193.77,423.11
1.85,29.81,9.22,26.32,1397.52,7.1,600.28,748.99,5.28,10.6,1.08,8.07,1.75,87.78,166.03,117.22,178.16,68.66,208.45,429.83,240.63,0.33,1.22,16.02,0.67,3.19,374.52,23.55,16.86,38.56,5.21,116.63,68.12,37.37,163.92,185.73,428.22
3.19,50.49,22.94,52.98,2025.18,26.46,961.38,1017.15,9.26,12.44,4.15,32.98,1.6,125.72,387.16,206.55,257.89,110.73,298.91,470.6,223.22,1.12,22.43,32.16,8.69,5.61,456.61,49.05,18.5,89.66,9.93,108.84,70.2,39.66,163.8,176.57,440.93
2.44,221,34.59,52.52,1120.36,24.29,448.08,691.82,7.53,120.7,22.67,53.57,13.08,81.83,155.27,101.31,152.42,51.61,177.84,496.12,303.78,26.31,17.06,7.61,2.37,2.56,307.02,18.13,6.24,30.18,6.12,118.3,81.86,43.94,156.85,214.57,384.5
2.54,189.09,323.44,81.37,2091.25,41.44,945.71,1408.9,10.89,36.81,3.49,133.02,31.45,142.47,456.15,257.8,329.23,104.68,343.18,553.44,326.6,30.68,93.67,40.31,8.6,8.21,669.98,54.97,15.74,67.47,15.34,141.62,83.59,46.29,201.28,215.75,311.46
1.85,60.05,20.36,45.59,1910.03,12.1,875.58,997.82,6.99,18.08,2.53,21.4,3.72,114.16,252.9,172.94,258.43,90.65,285.96,531.89,368.91,1.21,34.08,9.34,1.91,4.38,473,30.74,8.74,57.51,8.35,122.63,79.14,43.9,159.04,200.1,395.19
1.07,34.92,6.93,32.29,2074.8,9.56,932.31,1047.83,8.57,3.45,2.18,12.21,0.93,135.89,358.45,212.19,280.35,134.6,313.37,459.01,188.31,0.31,5.27,30.54,5.87,8.99,488.51,47.53,10.88,115.3,11.56,95.97,64.03,38.06,150.4,163.2,488.34
